Location,Latitude,Longitude,Count
Demarest PD,40.95610509999999,-73.9642502,1
Wyckoff PD,41.0095316,-74.1729106,1
Park Ridge PD,41.034197,-74.0395794,1
Closter PD,40.9713692,-73.9592436,1
Hillsdale PD,41.0029456,-74.03943540000002,1
Elmwood Park PD,40.9039878,-74.118476,1
Russia,41.040653,-74.53265809999999,5
Israel,40.0583238,-74.4056612,9
Moscow,40.0583238,-74.4056612,8
Tel Aviv,40.0583238,-74.4056612,5
New Scam,40.0583238,-74.4056612,2
the Jersey City Fire Department,40.7177545,-74.0431435,2
Glen Ridge,40.805378,-74.20375659999999,1
Ithaca,None,None,1
Morganville,40.3280786,-74.2873035,1
Oxycodone,40.0583238,-74.4056612,1
South Jersey Sho,39.9652553,-74.3118212,1
Sanabria,40.0583238,-74.4056612,1
Weston,40.5351035,-74.5907125,1
Guns,40.0583238,-74.4056612,2
Harriman Mo,40.8514881,-74.73294109999999,1
Warren County's,40.8841854,-74.92087719999999,2
Wharton,40.8931546,-74.5818254,2
Mercer County,40.3028533,-74.7337069,2
Passaic County Native's,41.1231647,-74.35874729999999,4
North Jersey Homeless,41.1251249,-74.57904719999999,1
Medina,None,None,1
Morales-Pedraza,40.0583238,-74.4056612,2
Lucas County,40.0583238,-74.4056612,1
Lake Township,40.0807404,-74.2061931,1
Jersey Cash,40.0583238,-74.4056612,1
Spotswood,40.391774,-74.3984834,1
Rockleigh,41.0003754,-73.930414,3
Morris County NOT,40.8336038,-74.54632819999999,3
Mountain Lanes,40.8868788,-74.6903545,1
GWB,40.8516964,-73.9527159,1
Essex County Jail,40.7444797,-74.1822631,1
West Point,None,None,2
Clifton Park,None,None,1
Montclair,40.8259007,-74.2090053,1
Princeton,40.3572976,-74.6672226,1
Brussels,40.0583238,-74.4056612,1
Auckland,41.0131529,-74.26431430000001,2
East Hanover Township,40.8200623,-74.3647247,3
Jers,40.7177545,-74.0431435,1
Chatham,40.740934,-74.3837624,3
Preston County,40.0583238,-74.4056612,2
West Virginia,40.0583238,-74.4056612,1
Woodcliff Lake,41.0234304,-74.06652969999999,2
Central Jersey,40.5409461,-74.30875499999999,2
Flemington,40.5123258,-74.85933179999999,1
New Jersey Debut,39.9652553,-74.3118212,1
Lincoln Park,40.9242652,-74.3020933,10
BJ,40.0583238,-74.4056612,5
Fatal Jersey City Shooting,40.7177545,-74.0431435,2
Island Heights,39.9420626,-74.1498616,1
Atlantic City,39.3642834,-74.4229266,1
Jumper,40.0583238,-74.4056612,2
To Jersey City,40.7177545,-74.0431435,1
Wood-Ridge,40.8456555,-74.0879195,3
Meadowlan,40.8165026,-74.03867869999999,1
Latina,40.6648184,-74.2132981,2
Fort Lee UPDATE,40.8509333,-73.9701381,1
Piscataway,40.554887,-74.4642861,1
Germany,40.0583238,-74.4056612,6
Peekskill,None,None,3
Julia,40.0583238,-74.4056612,3
Ruby,None,None,3
Budd Lake,40.8712101,-74.7340523,2
Wolfe Road,40.601694,-75.037285,1
Bloomfield Ave,40.8286931,-74.2405979,3
Mansfield Township,40.0799767,-74.7183641,2
Hopatcong,40.9328762,-74.6593281,3
North Woodland,39.8537339,-74.5228916,1
Palm Beach County,40.0583238,-74.4056612,1
Zengel,40.0676202,-74.2690475,2
Hanover,40.8257746,-74.41738769999999,1
Houston,None,None,1
Brick Township,40.0578384,-74.1371832,2
Brillhimer,40.0583238,-74.4056612,1
Town,39.7904391,-74.2176448,2
Clark,40.6278031,-74.3127631,3
afadavit,40.0583238,-74.4056612,1
Freeport,None,None,1
Tuckerton,39.603174,-74.34014499999999,1
Suffolk,None,None,2
Nassau county,None,None,1
Berdan Park,40.9357103,-74.1111494,2
mimosas,40.0583238,-74.4056612,1
baba ganoush,40.0583238,-74.4056612,1
South Ave,40.5799356,-74.4784299,1
North Union Ave,40.6611016,-74.2996197,1
Essex county,40.7947466,-74.2648829,4
Brancheville,41.1464852,-74.7523874,2
St. Joe’s,40.5532976,-74.37224669999999,4
Copacabana,40.0583238,-74.4056612,1
Amnesia,40.0583238,-74.4056612,1
Australia,40.0583238,-74.4056612,1
Durham,40.7848232,-74.032918,1
State,40.0583238,-74.4056612,1
Kenosha,40.0583238,-74.4056612,1
Sofia,40.8941367,-73.9725857,1
New Milford PD,40.9350986,-74.0190281,1
Amber Sabathia's,40.0583238,-74.4056612,1
St. Barnabas,40.0583238,-74.4056612,1
Bergen County Restaurant Openings Welcome,40.9262762,-74.07701,1
Herman Street,40.4483375,-74.3736072,1
Terruli,40.0583238,-74.4056612,1
Quantico,40.0583238,-74.4056612,2
the Dominican Republic,40.0583238,-74.4056612,1
Long Island,None,None,3
Surgeries,40.0583238,-74.4056612,2
Shotgun,40.0583238,-74.4056612,1
Hillside,40.6955044,-74.2287333,1
Washington Heights,40.4551057,-74.409595,1
mozzarella,40.0583238,-74.4056612,1
Boonton,40.904019,-74.4087405,2
Loxley,40.0583238,-74.4056612,1
Cocoa,40.0583238,-74.4056612,1
Township Jersey City,40.7177545,-74.0431435,1
Horrific Wantage Crash,41.256843,-74.6166192,1
Trattoria,40.0583238,-74.4056612,2
Lacey Township,39.8726184,-74.2951444,2
Haledon,40.935654,-74.186256,1
Vermont,40.0583238,-74.4056612,1
Hicksville,None,None,2
Lawn Park,40.262387,-74.745269,1
Westchester,None,None,1
Nassau,40.3523181,-74.6509184,1
Fairfield County,40.8837406,-74.3059959,1
"Essex, Union",40.7301204,-74.3491265,1
recent beach,40.0583238,-74.4056612,1
Seaside Heights,39.944285,-74.0729139,1
Fremont,40.2136754,-74.3000878,1
Washington Township PD,40.9872846,-74.06419679999999,1
Skyline Drive,41.0574142,-74.2523078,2
Surf City,39.6620638,-74.16513770000002,3
Long Beach Island,39.641727,-74.1885825,2
Cold Blood,40.0583238,-74.4056612,1
