GPE,Count,Latitude,Longitude,group_ID,GPE_new,Discrepancy
Koroit,3,-38.2921758,142.3673185,15,Koroit,0
Koroit,11,-38.2921758,142.3673185,15,Koroit,0
Koroit,4,-38.2921758,142.3673185,15,Koroit,0
Houston,1,29.7604267,-95.3698028,167,Houston,0
Fremantle,1,-32.0517901,115.755096,81,Fremantle,0
Coburg,1,50.2612094,10.962695,341,Coburg,0
Coburg,1,50.2612094,10.962695,341,Coburg,0
Nhulunbuy,1,-12.1835392,136.7860989,105,Nhulunbuy,0
Geelong,3,-38.1492994,144.3598426,23,Geelong,0
Geelong,1,-38.1492994,144.3598426,23,Geelong,0
Zaporizhzhia,3,47.8388,35.139567,323,Zaporizhzhia,0
Geelong,3,-38.1492994,144.3598426,23,Geelong,0
Geelong,4,-38.1492994,144.3598426,23,Geelong,0
Marysville,1,48.0517637,-122.1770818,326,Marysville,0
Vienna,1,48.2081743,16.3738189,328,Vienna,0
Vienna,1,48.2081743,16.3738189,328,Vienna,0
Panama City,2,30.1588129,-85.6602058,170,Panama City,0
Terang,1,-38.2404416,142.9108851,18,Terang,0
Terang,4,-38.2404416,142.9108851,18,Terang,0
Paris,6,48.856614,2.3522219,332,Paris,0
Paris,3,48.856614,2.3522219,332,Paris,0
Paris,1,48.856614,2.3522219,332,Paris,0
Paris,2,48.856614,2.3522219,332,Paris,0
Regensburg,1,49.0134297,12.1016236,333,Regensburg,0
Terang,1,-38.2404416,142.9108851,18,Terang,0
Terang,3,-38.2404416,142.9108851,18,Terang,0
Vancouver,1,49.2827291,-123.1207375,335,Vancouver,0
Terang,2,-38.2404416,142.9108851,18,Terang,0
New Orleans,1,29.95106579999999,-90.0715323,168,New Orleans,0
New Orleans,1,29.95106579999999,-90.0715323,168,New Orleans,0
Narrawong,1,-38.2533641,141.7088602,17,Narrawong,0
Winnipeg,1,49.8954221,-97.1385145,340,Winnipeg,0
Paris,2,48.856614,2.3522219,332,Paris,0
Singapore,1,1.352083,103.819836,115,Singapore,0
Bath,1,51.3781018,-2.3596827,353,Bath,0
Warrnambool,21,-38.3720954,142.4777782,11,Warrnambool,0
Heywood,5,53.592628,-2.22565,380,Heywood,0
Dhaka,2,23.804093,90.4152376,149,Dhaka,0
Warrnambool,22,-38.3720954,142.4777782,11,Warrnambool,0
Puntarenas,2,9.9778439,-84.82942109999999,122,Puntarenas,0
York,1,53.9614205,-1.0739108,385,York,0
Cartagena,3,10.3932277,-75.4832311,123,Cartagena,0
Whitehaven,1,54.549699,-3.589233,388,Whitehaven,0
Coleraine,1,55.1325802,-6.6646102,389,Coleraine,0
Moscow,1,55.755826,37.6173,391,Moscow,0
Puerto Vallarta,2,20.653407,-105.2253316,141,Puerto Vallarta,0
Dunkeld,1,56.5676532,-3.5862204,394,Dunkeld,0
Glencoe,2,56.68255989999999,-5.1022713,395,Glencoe,0
Kodiak,1,57.79000000000001,-152.4072222,397,Kodiak,0
Wonthaggi,1,-38.6060046,145.5910694,6,Wonthaggi,0
Khartoum,4,15.5006544,32.5598994,131,Khartoum,0
Mumbai,1,19.0759837,72.8776559,138,Mumbai,0
Stockholm,1,59.32932349999999,18.0685808,400,Stockholm,0
Bergen,1,60.39126279999999,5.3220544,401,Bergen,0
Norway,1,60.47202399999999,8.468945999999999,402,Norway,0
Picton,1,-41.2954812,174.0028153,4,Picton,0
Tasmania,1,-42.0409059,146.8087322,2,Tasmania,0
Tasmania,1,-42.0409059,146.8087322,2,Tasmania,0
Tasmania,1,-42.0409059,146.8087322,2,Tasmania,0
Sheffield,1,53.38112899999999,-1.470085,379,Sheffield,0
Warrnambool,17,-38.3720954,142.4777782,11,Warrnambool,0
Lae,1,-6.7155252,146.999905,109,Lae,0
Miami,1,25.7616798,-80.1917902,151,Miami,0
Torokina,1,-6.2448035,155.0419034,111,Torokina,0
Singapore,3,1.352083,103.819836,115,Singapore,0
London,1,51.5072178,-0.1275862,358,London,0
London,1,51.5072178,-0.1275862,358,London,0
London,1,51.5072178,-0.1275862,358,London,0
Agra,1,27.1766701,78.00807449999999,157,Agra,0
Jaipur,1,26.9124336,75.7872709,156,Jaipur,0
Jaipur,2,26.9124336,75.7872709,156,Jaipur,0
Warrnambool,65,-38.3720954,142.4777782,11,Warrnambool,0
Bitung,1,1.4403744,125.1216524,116,Bitung,0
Cork,1,51.8985143,-8.4756035,363,Cork,0
Ipswich,1,52.056736,1.14822,364,Ipswich,0
Fort Lauderdale,1,26.1224386,-80.13731740000001,153,Fort Lauderdale,0
Warwick,1,52.28231599999999,-1.584927,369,Warwick,0
England,1,52.3555177,-1.1743197,370,England,0
England,11,52.3555177,-1.1743197,370,England,0
England,13,52.3555177,-1.1743197,370,England,0
England,6,52.3555177,-1.1743197,370,England,0
Warrnambool,13,-38.3720954,142.4777782,11,Warrnambool,0
Birmingham,1,52.48624299999999,-1.890401,373,Birmingham,0
Birmingham,1,52.48624299999999,-1.890401,373,Birmingham,0
Peterborough,1,52.57031689999999,-0.2407996999999999,374,Peterborough,0
Derby,1,52.9225301,-1.4746186,375,Derby,0
Geelong,5,-38.1492994,144.3598426,23,Geelong,0
Portland,8,45.515232,-122.6783853,310,Portland,0
Quebec,1,46.8130816,-71.20745959999999,317,Quebec,0
Hiroshima,1,34.3852894,132.4553055,203,Hiroshima,0
Delaware,1,38.9108325,-75.52766989999999,241,Delaware,0
Kansas,1,39.011902,-98.4842465,243,Kansas,0
Adelaide,3,-34.9284989,138.6007456,65,Adelaide,0
Adelaide,1,-34.9284989,138.6007456,65,Adelaide,0
Adelaide,1,-34.9284989,138.6007456,65,Adelaide,0
Adelaide,3,-34.9284989,138.6007456,65,Adelaide,0
Los Angeles,2,34.0522342,-118.2436849,200,Los Angeles,0
Canberra,3,-35.2809368,149.1300092,61,Canberra,0
Lecce,1,40.3515155,18.1750161,252,Lecce,0
Canberra,3,-35.2809368,149.1300092,61,Canberra,0
Canberra,2,-35.2809368,149.1300092,61,Canberra,0
Los Angeles,1,34.0522342,-118.2436849,200,Los Angeles,0
Yarrawonga,1,-36.0260723,146.0003241,59,Yarrawonga,0
Flemington,2,40.5123258,-74.85933179999999,256,Flemington,0
Flemington,1,40.5123258,-74.85933179999999,256,Flemington,0
Flemington,3,40.5123258,-74.85933179999999,256,Flemington,0
Indiana,1,40.5512165,-85.60236429999999,257,Indiana,0
Albury,1,-36.0751193,146.9094852,58,Albury,0
Albury,2,-36.0751193,146.9094852,58,Albury,0
Cooma,1,-36.2345567,149.1270444,57,Cooma,0
New York,2,40.7127753,-74.0059728,260,New York,0
New York,1,40.7127753,-74.0059728,260,New York,0
Los Angeles,3,34.0522342,-118.2436849,200,Los Angeles,0
Los Angeles,2,34.0522342,-118.2436849,200,Los Angeles,0
Tatura,1,-36.4400613,145.2260066,55,Tatura,0
Bendigo,1,-36.75961960000001,144.2785764,54,Bendigo,0
Bendigo,3,-36.75961960000001,144.2785764,54,Bendigo,0
Washington,1,38.9071923,-77.0368707,240,Washington,0
Charlotte,1,35.2270869,-80.8431267,206,Charlotte,0
Cairns,5,-16.9203476,145.7709529,103,Cairns,0
Berry,1,-34.7757734,150.6988896,68,Berry,0
Fremantle,2,-32.0517901,115.755096,81,Fremantle,0
Broken Hill,1,-31.9595859,141.4608138,82,Broken Hill,0
Perth,5,-31.9523123,115.861309,83,Perth,0
Perth,3,-31.9523123,115.861309,83,Perth,0
California,1,36.778261,-119.4179324,218,California,0
Norfolk,5,36.8507689,-76.28587259999999,219,Norfolk,0
Perth,1,-31.9523123,115.861309,83,Perth,0
Sydney,7,-33.8688197,151.2092955,74,Sydney,0
Sydney,1,-33.8688197,151.2092955,74,Sydney,0
Sydney,3,-33.8688197,151.2092955,74,Sydney,0
Sydney,2,-33.8688197,151.2092955,74,Sydney,0
New South Wales,1,-31.2532183,146.921099,86,New South Wales,0
Sydney,5,-33.8688197,151.2092955,74,Sydney,0
South Australia,4,-30.0002315,136.2091547,87,South Australia,0
Catania,2,37.5078772,15.0830304,225,Catania,0
Richmond,2,37.5407246,-77.4360481,226,Richmond,0
Richmond,2,37.5407246,-77.4360481,226,Richmond,0
Richmond,1,37.5407246,-77.4360481,226,Richmond,0
Richmond,18,37.5407246,-77.4360481,226,Richmond,0
Seoul,1,37.5518911,126.9917937,227,Seoul,0
San Francisco,1,37.7749295,-122.4194155,228,San Francisco,0
San Francisco,1,37.7749295,-122.4194155,228,San Francisco,0
Mildura,4,-34.2068859,142.1366852,71,Mildura,0
Kentucky,1,37.8393332,-84.2700179,230,Kentucky,0
Mildura,1,-34.2068859,142.1366852,71,Mildura,0
Goulburn,1,-34.7567489,149.713629,69,Goulburn,0
Sonoma,1,38.291859,-122.4580356,234,Sonoma,0
Malibu,1,34.0380585,-118.6923438,199,Malibu,0
Mali,1,17.570692,-3.996166,133,Mali,0
Naracoorte,2,-36.9569884,140.7417779,51,Naracoorte,0
Victoria,1,-36.9847807,143.3906074,50,Victoria,0
Australia,25,-25.274398,133.775136,100,Australia,0
Melbourne,1,-37.8136276,144.9630576,34,Melbourne,0
Australia,26,-25.274398,133.775136,100,Australia,0
Nice,1,43.7101728,7.261953200000001,299,Nice,0
Melbourne,18,-37.8136276,144.9630576,34,Melbourne,0
Florence,1,43.7695604,11.2558136,300,Florence,0
Florence,1,43.7695604,11.2558136,300,Florence,0
Melbourne,6,-37.8136276,144.9630576,34,Melbourne,0
Collingwood,1,44.50076869999999,-80.2169047,303,Collingwood,0
Collingwood,1,44.50076869999999,-80.2169047,303,Collingwood,0
Melbourne,10,-37.8136276,144.9630576,34,Melbourne,0
Bordeaux,1,44.837789,-0.57918,305,Bordeaux,0
Melbourne,9,-37.8136276,144.9630576,34,Melbourne,0
Australia,8,-25.274398,133.775136,100,Australia,0
San Diego,1,32.715738,-117.1610838,181,San Diego,0
Hobart,2,-42.8826055,147.3257196,1,Hobart,0
Jenin,1,32.4646353,35.2938591,179,Jenin,0
Las Vegas,1,36.171563,-115.1391009,214,Las Vegas,0
Portland,10,45.515232,-122.6783853,310,Portland,0
Portland,2,45.515232,-122.6783853,310,Portland,0
Caramut,1,-37.9590175,142.5189691,29,Caramut,0
Portland,20,45.515232,-122.6783853,310,Portland,0
Portland,7,45.515232,-122.6783853,310,Portland,0
Lyon,3,45.764043,4.835659,311,Lyon,0
Lyon,2,45.764043,4.835659,311,Lyon,0
Butte,1,46.0038232,-112.5347776,312,Butte,0
Suva,1,-18.1405049,178.4232507,102,Suva,0
Australia,14,-25.274398,133.775136,100,Australia,0
Indio,1,33.7205771,-116.2155619,189,Indio,0
Westmere,1,42.6911891,-73.8687343,292,Westmere,0
Rome,1,41.9027835,12.4963655,280,Rome,0
Victoria,11,-36.9847807,143.3906074,50,Victoria,0
Davenport,1,41.5236437,-90.5776367,269,Davenport,0
Victoria,4,-36.9847807,143.3906074,50,Victoria,0
Victoria,3,-36.9847807,143.3906074,50,Victoria,0
Victoria,3,-36.9847807,143.3906074,50,Victoria,0
Redesdale,1,-37.0033555,144.5011709,49,Redesdale,0
Crescent City,1,41.7557501,-124.2025913,273,Crescent City,0
Providence,1,41.8239891,-71.4128343,275,Providence,0
Woombye,1,-26.6605212,152.9649067,95,Woombye,0
Kyneton,1,-37.2490932,144.4532075,46,Kyneton,0
Palm Springs,18,33.8302961,-116.5452921,193,Palm Springs,0
Rome,2,41.9027835,12.4963655,280,Rome,0
Rome,1,41.9027835,12.4963655,280,Rome,0
Australia,27,-25.274398,133.775136,100,Australia,0
Ballarat,2,-37.5621587,143.8502556,42,Ballarat,0
Palm Springs,2,33.8302961,-116.5452921,193,Palm Springs,0
Ballarat,2,-37.5621587,143.8502556,42,Ballarat,0
Ballarat,3,-37.5621587,143.8502556,42,Ballarat,0
Ballarat,1,-37.5621587,143.8502556,42,Ballarat,0
Ballarat,4,-37.5621587,143.8502556,42,Ballarat,0
Rainbow Beach,1,-25.9045007,153.0897222,98,Rainbow Beach,0
Glenthompson,1,-37.63677759999999,142.5477626,40,Glenthompson,0
Malden,1,42.4250964,-71.066163,288,Malden,0
Maryborough,1,-25.5384947,152.7034191,99,Maryborough,0
Rancho Mirage,1,33.739744,-116.41279,191,Rancho Mirage,0
Salem,4,42.5197473,-70.8954626,290,Salem,0
Bari,1,41.1171432,16.8718715,265,Bari,0
